# x	y
1.500000	0.750000
1.505013	0.740000
1.510025	0.730050
1.515038	0.720151
1.520050	0.710302
1.525063	0.700503
1.530075	0.690754
1.535088	0.681056
1.540100	0.671408
1.545113	0.661810
1.550125	0.652262
1.555138	0.642764
1.560150	0.633317
1.565163	0.623920
1.570175	0.614574
1.575188	0.605277
1.580201	0.596031
1.585213	0.586835
1.590226	0.577690
1.595238	0.568594
1.600251	0.559549
1.605263	0.550554
1.610276	0.541609
1.615288	0.532715
1.620301	0.523871
1.625313	0.515077
1.630326	0.506333
1.635338	0.497640
1.640351	0.488997
1.645363	0.480404
1.650376	0.471861
1.655388	0.463369
1.660401	0.454926
1.665414	0.446535
1.670426	0.438193
1.675439	0.429902
1.680451	0.421660
1.685464	0.413469
1.690476	0.405329
1.695489	0.397238
1.700501	0.389198
1.705514	0.381208
1.710526	0.373269
1.715539	0.365379
1.720551	0.357540
1.725564	0.349751
1.730576	0.342013
1.735589	0.334324
1.740602	0.326686
1.745614	0.319098
1.750627	0.311561
1.755639	0.304073
1.760652	0.296636
1.765664	0.289249
1.770677	0.281912
1.775689	0.274626
1.780702	0.267390
1.785714	0.260204
1.790727	0.253068
1.795739	0.245983
1.800752	0.238948
1.805764	0.231963
1.810777	0.225028
1.815789	0.218144
1.820802	0.211310
1.825815	0.204526
1.830827	0.197792
1.835840	0.191109
1.840852	0.184476
1.845865	0.177893
1.850877	0.171360
1.855890	0.164878
1.860902	0.158446
1.865915	0.152064
1.870927	0.145732
1.875940	0.139451
1.880952	0.133220
1.885965	0.127039
1.890977	0.120908
1.895990	0.114828
1.901003	0.108798
1.906015	0.102818
1.911028	0.096889
1.916040	0.091009
1.921053	0.085180
1.926065	0.079401
1.931078	0.073673
1.936090	0.067994
1.941103	0.062366
1.946115	0.056788
1.951128	0.051261
1.956140	0.045783
1.961153	0.040356
1.966165	0.034979
1.971178	0.029653
1.976190	0.024376
1.981203	0.019150
1.986216	0.013974
1.991228	0.008849
1.996241	0.003774
2.001253	-0.001252
2.006266	-0.006226
2.011278	-0.011151
2.016291	-0.016025
2.021303	-0.020849
2.026316	-0.025623
2.031328	-0.030347
2.036341	-0.035020
2.041353	-0.039643
2.046366	-0.044216
2.051378	-0.048739
2.056391	-0.053211
2.061404	-0.057633
2.066416	-0.062005
2.071429	-0.066327
2.076441	-0.070598
2.081454	-0.074819
2.086466	-0.078990
2.091479	-0.083110
2.096491	-0.087181
2.101504	-0.091201
2.106516	-0.095171
2.111529	-0.099090
2.116541	-0.102959
2.121554	-0.106779
2.126566	-0.110547
2.131579	-0.114266
2.136591	-0.117934
2.141604	-0.121552
2.146617	-0.125120
2.151629	-0.128638
2.156642	-0.132105
2.161654	-0.135522
2.166667	-0.138889
2.171679	-0.142205
2.176692	-0.145472
2.181704	-0.148688
2.186717	-0.151854
2.191729	-0.154969
2.196742	-0.158034
2.201754	-0.161050
2.206767	-0.164014
2.211779	-0.166929
2.216792	-0.169793
2.221805	-0.172607
2.226817	-0.175371
2.231830	-0.178085
2.236842	-0.180748
2.241855	-0.183361
2.246867	-0.185924
2.251880	-0.188436
2.256892	-0.190899
2.261905	-0.193311
2.266917	-0.195672
2.271930	-0.197984
2.276942	-0.200245
2.281955	-0.202456
2.286967	-0.204617
2.291980	-0.206728
2.296992	-0.208788
2.302005	-0.210798
2.307018	-0.212758
2.312030	-0.214667
2.317043	-0.216527
2.322055	-0.218336
2.327068	-0.220094
2.332080	-0.221803
2.337093	-0.223461
2.342105	-0.225069
2.347118	-0.226627
2.352130	-0.228135
2.357143	-0.229592
2.362155	-0.230999
2.367168	-0.232356
2.372180	-0.233662
2.377193	-0.234918
2.382206	-0.236124
2.387218	-0.237280
2.392231	-0.238386
2.397243	-0.239441
2.402256	-0.240446
2.407268	-0.241401
2.412281	-0.242305
2.417293	-0.243160
2.422306	-0.243964
2.427318	-0.244717
2.432331	-0.245421
2.437343	-0.246074
2.442356	-0.246677
2.447368	-0.247230
2.452381	-0.247732
2.457393	-0.248185
2.462406	-0.248587
2.467419	-0.248938
2.472431	-0.249240
2.477444	-0.249491
2.482456	-0.249692
2.487469	-0.249843
2.492481	-0.249943
2.497494	-0.249994
2.502506	-0.249994
2.507519	-0.249943
2.512531	-0.249843
2.517544	-0.249692
2.522556	-0.249491
2.527569	-0.249240
2.532581	-0.248938
2.537594	-0.248587
2.542607	-0.248185
2.547619	-0.247732
2.552632	-0.247230
2.557644	-0.246677
2.562657	-0.246074
2.567669	-0.245421
2.572682	-0.244717
2.577694	-0.243964
2.582707	-0.243160
2.587719	-0.242305
2.592732	-0.241401
2.597744	-0.240446
2.602757	-0.239441
2.607769	-0.238386
2.612782	-0.237280
2.617794	-0.236124
2.622807	-0.234918
2.627820	-0.233662
2.632832	-0.232356
2.637845	-0.230999
2.642857	-0.229592
2.647870	-0.228135
2.652882	-0.226627
2.657895	-0.225069
2.662907	-0.223461
2.667920	-0.221803
2.672932	-0.220094
2.677945	-0.218336
2.682957	-0.216527
2.687970	-0.214667
2.692982	-0.212758
2.697995	-0.210798
2.703008	-0.208788
2.708020	-0.206728
2.713033	-0.204617
2.718045	-0.202456
2.723058	-0.200245
2.728070	-0.197984
2.733083	-0.195672
2.738095	-0.193311
2.743108	-0.190899
2.748120	-0.188436
2.753133	-0.185924
2.758145	-0.183361
2.763158	-0.180748
2.768170	-0.178085
2.773183	-0.175371
2.778195	-0.172607
2.783208	-0.169793
2.788221	-0.166929
2.793233	-0.164014
2.798246	-0.161050
2.803258	-0.158034
2.808271	-0.154969
2.813283	-0.151854
2.818296	-0.148688
2.823308	-0.145472
2.828321	-0.142205
2.833333	-0.138889
2.838346	-0.135522
2.843358	-0.132105
2.848371	-0.128638
2.853383	-0.125120
2.858396	-0.121552
2.863409	-0.117934
2.868421	-0.114266
2.873434	-0.110547
2.878446	-0.106779
2.883459	-0.102959
2.888471	-0.099090
2.893484	-0.095171
2.898496	-0.091201
2.903509	-0.087181
2.908521	-0.083110
2.913534	-0.078990
2.918546	-0.074819
2.923559	-0.070598
2.928571	-0.066327
2.933584	-0.062005
2.938596	-0.057633
2.943609	-0.053211
2.948622	-0.048739
2.953634	-0.044216
2.958647	-0.039643
2.963659	-0.035020
2.968672	-0.030347
2.973684	-0.025623
2.978697	-0.020849
2.983709	-0.016025
