# x	y
-4.210795	9.520000
-4.195922	9.409840
-4.181049	9.300123
-4.166176	9.190849
-4.151303	9.082016
-4.136430	8.973626
-4.121558	8.865679
-4.106685	8.758174
-4.091812	8.651111
-4.076939	8.544491
-4.062066	8.438313
-4.047193	8.332577
-4.032320	8.227284
-4.017447	8.122434
-4.002574	8.018025
-3.987701	7.914059
-3.972828	7.810536
-3.957955	7.707455
-3.943082	7.604816
-3.928209	7.502620
-3.913337	7.400866
-3.898464	7.299555
-3.883591	7.198686
-3.868718	7.098259
-3.853845	6.998275
-3.838972	6.898733
-3.824099	6.799634
-3.809226	6.700977
-3.794353	6.602763
-3.779480	6.504990
-3.764607	6.407661
-3.749734	6.310773
-3.734861	6.214328
-3.719989	6.118326
-3.705116	6.022766
-3.690243	5.927648
-3.675370	5.832973
-3.660497	5.738740
-3.645624	5.644950
-3.630751	5.551601
-3.615878	5.458696
-3.601005	5.366233
-3.586132	5.274212
-3.571259	5.182633
-3.556386	5.091497
-3.541513	5.000804
-3.526640	4.910552
-3.511768	4.820744
-3.496895	4.731377
-3.482022	4.642453
-3.467149	4.553972
-3.452276	4.465933
-3.437403	4.378336
-3.422530	4.291181
-3.407657	4.204470
-3.392784	4.118200
-3.377911	4.032373
-3.363038	3.946988
-3.348165	3.862046
-3.333292	3.777546
-3.318419	3.693488
-3.303547	3.609873
-3.288674	3.526701
-3.273801	3.443970
-3.258928	3.361683
-3.244055	3.279837
-3.229182	3.198434
-3.214309	3.117473
-3.199436	3.036955
-3.184563	2.956879
-3.169690	2.877246
-3.154817	2.798055
-3.139944	2.719306
-3.125071	2.641000
-3.110199	2.563136
-3.095326	2.485715
-3.080453	2.408736
-3.065580	2.332199
-3.050707	2.256105
-3.035834	2.180454
-3.020961	2.105244
-3.006088	2.030477
-2.991215	1.956153
-2.976342	1.882271
-2.961469	1.808831
-2.946596	1.735834
-2.931723	1.663279
-2.916850	1.591166
-2.901978	1.519496
-2.887105	1.448269
-2.872232	1.377483
-2.857359	1.307140
-2.842486	1.237240
-2.827613	1.167782
-2.812740	1.098766
-2.797867	1.030193
-2.782994	0.962062
-2.768121	0.894374
-2.753248	0.827128
-2.738375	0.760324
-2.723502	0.693963
-2.708630	0.628044
-2.693757	0.562568
-2.678884	0.497534
-2.664011	0.432943
-2.649138	0.368793
-2.634265	0.305087
-2.619392	0.241822
-2.604519	0.179000
-2.589646	0.116621
-2.574773	0.054684
-2.559900	-0.006811
-2.545027	-0.067863
-2.530154	-0.128473
-2.515281	-0.188641
-2.500409	-0.248366
-2.485536	-0.307648
-2.470663	-0.366488
-2.455790	-0.424886
-2.440917	-0.482842
-2.426044	-0.540355
-2.411171	-0.597425
-2.396298	-0.654054
-2.381425	-0.710239
-2.366552	-0.765983
-2.351679	-0.821284
-2.336806	-0.876142
-2.321933	-0.930559
-2.307061	-0.984532
-2.292188	-1.038064
-2.277315	-1.091153
-2.262442	-1.143799
-2.247569	-1.196003
-2.232696	-1.247765
-2.217823	-1.299084
-2.202950	-1.349961
-2.188077	-1.400396
-2.173204	-1.450388
-2.158331	-1.499937
-2.143458	-1.549045
-2.128585	-1.597710
-2.113712	-1.645932
-2.098840	-1.693712
-2.083967	-1.741050
-2.069094	-1.787945
-2.054221	-1.834398
-2.039348	-1.880408
-2.024475	-1.925976
-2.009602	-1.971102
-1.994729	-2.015785
-1.979856	-2.060026
-1.964983	-2.103824
-1.950110	-2.147180
-1.935237	-2.190094
-1.920364	-2.232565
-1.905492	-2.274594
-1.890619	-2.316180
